conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,2654,المدير الفني / المديرة الفنية,,,released,2024-01-25T11:28:50.295Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يدرك المديرون الفنيون الرؤى الفنية للمبتكرين ضمن القيود الفنية. وينسقون عمليات وحدات الإنتاج المختلفة مثل المشهد وخزانة الملابس والصوت والإضاءة والمكياج. وهم يقومون بتعديل النموذج الأولي ودراسة الجدوى والتنفيذ والتشغيل والمراقبة الفنية للمشروع الفني. كما أنهم مسؤولون عن معدات خشبة المسرح والمعدات الفنية.,2654.1.7,http://data.europa.eu/ux2/nace2.1/9031
Occupation,http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84,8121,مشغل آلة تشكيل المعادن / مشغلة آلة تشكيل المعادن,,,released,2024-01-23T10:09:32.099Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم مشغلو آلات تشكيل المعادن بإعداد وتشغيل ماكينات التشكيل للمنتجات المعدنية الحديدية وغير الحديدية، والمصممة لتوفير أسلاك وقضبان ومواسير وأشكال خاصة مجوفة وأنابيب بشكلها المحدد من خلال تقليل المقطع العرضي عن طريق سحب مواد العمل عبر سلسلة من قوالب التشكيل.,8121.4,http://data.europa.eu/ux2/nace2.1/242
Occupation,http://data.europa.eu/esco/occupation/0019b951-c699-4191-8208-9822882d150c,7543,مفتش أجهزة الدقة / مفتشة أجهزة الدقة,,,released,2024-01-25T15:00:12.188Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتأكد مفتشو أجهزة الدقة من أن أجهزة الدقة مثل الميكرومتر والمقاييس تعمل وفقًا لمواصفات التصميم. حيث يقومون بضبط أجهزة الدقة ومكوناتها في حالة حدوث أي أعطال.,7543.10.3,http://data.europa.eu/ux2/nace2.1/2651
Occupation,http://data.europa.eu/esco/occupation/0022f466-426c-41a4-ac96-a235c945cf97,3155,فني سلامة الحركة الجوية,,,released,2024-01-29T16:01:13.998Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يوفر فنيو سلامة الحركة الجوية الدعم الفني فيما يتعلق بسلامة أنظمة حركة المرور الجوية وأنظمة الملاحة. حيث يقومون بتصميم هذه الأنظمة وصيانتها وتركيبها وتشغيلها في المطارات وعلى متن الطائرة وفقًا للوائح.,3155.1,http://data.europa.eu/ux2/nace2.1/5223
Occupation,http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f,2431,مدير إيرادات الضيافة / مديرة إيرادات الضيافة,,,released,2024-01-11T10:28:45.871Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يعمل مديرو إيرادات الضيافة على تعظيم الإيرادات الناتجة عن المرافق مثل الفنادق والمنتجعات السياحية وأراضي التخييم من خلال تحليل الاتجاهات والمنافسة. إذ يقدمون المساعدة إلى مديري المنشأة في اتخاذ القرارات الاستراتيجية. ويقوم مديرو إيرادات الضيافة بتحليل وتحسين القدرات المالية للمرافق وإدارة الموظفين المناظرين.,2431.9,"http://data.europa.eu/ux2/nace2.1/701,
http://data.europa.eu/ux2/nace2.1/55"
Occupation,http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,3212,مساعد مختبر طبي / مساعدة مختبر طبي,,,released,2024-01-24T15:38:45.842Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يعمل مساعدو المختبرات الطبية تحت إشراف عالم الطب الحيوي ويُنفِّذون الإجراءات المعملية الأساسية. وهم يعملون في معالجة قبل التحليل للعينات مثل التحقق من تفاصيل العينات المستلمة للتحليل، وصيانة أجهزة التحليل، وتحميل الكواشف، وعينات التعبئة. كما يقومون بأداء مهام كتابية مثل مراقبة مستويات المخزون للمواد الكاشفة المستخدمة في التحليل.,3212.2,http://data.europa.eu/ux2/nace2.1/861
Occupation,http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,3116,فني مختبر الأسفلت,,,released,2024-01-26T15:03:25.743Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم فنيو مختبرات الأسفلت بإجراء عمليات فحص للأسفلت والمواد الخام والاختبارات المعملية ذات الصلة، مما يضمن جودة عالية للمنتجات. كما أنهم يشاركون في التوصل إلى حلول للمشكلات التقنية في مواقع الإنشاءات.,3116.1.1,"http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/2399"
Occupation,http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,5312,مساعد تدريس مدرسة ابتدائية / مساعدة تدريس مدرسة ابتدائية,,,released,2023-07-04T08:19:38.994Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقدم مساعدو تدريس مدرسة ابتدائية الدعم التعليمي والعملي لمدرسي المدارس الابتدائية. فهم يُعزّزون التدريس مع الطلاب الذين هم في حاجة إلى مزيد من الاهتمام ويُحضّرون المواد التي يحتاجها المعلم في الصف. كما أنهم يقومون بعمل مكتبي، ويرصدون تقدم تعلم الطلاب وسلوكياتهم ويشرفون على الطلاب في وجود المدرس الرئيسي أو في غيابه.,5312.2,http://data.europa.eu/ux2/nace2.1/852
Occupation,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,2264,أخصائي علاج طبيعي / أخصائية علاج طبيعي,,,released,2024-01-16T10:48:48.922Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",أخصائيو العلاج الطبيعي هم أخصائيو صحة مستقلون مسؤولون عن تنمية الوظائف الحركية والحركة أو الحفاظ عليها أو استعادتها طوال فترة الحياة باستخدام الممارسة القائمة على الأدلة. فهم يعملون على تخفيف الألم وعلاج الحالات الجسدية المرتبطة بالإصابة أو المرض أو غيرها من حالات الضعف أو الوقاية منها. ويعمل أخصائيو العلاج الطبيعي على تمكين المرضى ومقدمي الرعاية من التعامل مع الحالة خارج الأماكن السريرية. ويعملون ضمن نطاق ممارساتهم ومدونة قواعد السلوك المهني الخاصة بهم. ,2264.2,http://data.europa.eu/ux2/nace2.1/8695
Occupation,http://data.europa.eu/esco/occupation/00747307-6341-4266-a061-25416f7c6a96,2310,المدرب المسرحي للفنون التمثيلية / المدربة المسرحية للفنون التمثيلية,,,released,2024-01-16T13:49:12.7Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى المدربون المسرحيون للفنون التمثيلية تعليم الطلاب في نظرية محددة، وفي المقام الأول، دورات المسرح القائم على الممارسة في مسرح متخصص، أو التمثيل أو مدرسة أو معهد موسيقي على مستوى تعليمي أعلى. وهم يُقدِّمون التعليم النظري لخدمات المهارات والتقنيات العملية التي يجب أن يُتقنها الطلاب بعدها في المسرح. يتولى المدربون المسرحيون للفنون التمثيلية مراقبة تقدم الطلاب وتقديم المساعدة على المستوى الفردي عند الضرورة وتقييم معرفتهم وأداء التدريب على المسرح من خلال المهام والاختبارات والفحوصات.,2310.1.30,"http://data.europa.eu/ux2/nace2.1/854,
http://data.europa.eu/ux2/nace2.1/853"
Occupation,http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883,8160,مشغل آلة الهدرجة / مشغلة آلة الهدرجة,,,released,2024-01-24T09:18:05.061Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم مشغلو آلات الهدرجة بالتحكم في معدات لمعالجة الزيوت الأساسية لتصنيع السمن ومنتجات القلي.,8160.39,http://data.europa.eu/ux2/nace2.1/104
Occupation,http://data.europa.eu/esco/occupation/0090dd54-057a-4f65-bbe8-f74c4999e8e8,8160,عامل المعكرونة / عاملة المعكرونة,,,released,2024-02-22T16:06:16.592Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم عمال المعكرونة بتصنيع منتجات المعكرونة الجافة. حيث يقومون بتفريغ المكونات الخام من صوامع التخزين وأنظمة تسليم المكونات. يقوم هؤلاء المشغلون بعمليات خلط وضغط وبثق للوصول إلى مستويات تجفيف المعكرونة المرغوبة.,8160.46,http://data.europa.eu/ux2/nace2.1/1073
Occupation,http://data.europa.eu/esco/occupation/00913533-5237-4870-9003-d1cb806603c9,1420,مدير متجر التبغ / مديرة متجر التبغ,,,released,2024-01-26T16:51:59.766Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مديرو متاجر التبغ مسؤولية الأنشطة والموظفين في المتاجر المتخصصة.,1420.4.42,http://data.europa.eu/ux2/nace2.1/4726
Occupation,http://data.europa.eu/esco/occupation/009d29de-5872-43be-8d9b-abd27f8c99f1,5249,ممثل خدمة تأجير الآلات والمعدات والسلع الملموسة الأخرى / ممثلة خدمة تأجير الآلات والمعدات والسلع الملموسة الأخرى,,,released,2024-01-25T09:35:09.037Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى ممثلو خدمة تأجير الآلات والمعدات والسلع الملموسة الأخرى مسؤولية تأجير المعدات وتحديد فترات محددة للاستخدام. ويقومون بتوثيق المعاملات والتأمينات والمدفوعات.,5249.2.1,http://data.europa.eu/ux2/nace2.1/7739
Occupation,http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,2165,ماسح مناجم / ماسحة مناجم,,,released,2024-01-25T15:10:08.054Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مساحو المناجم إعداد خطط التعدين والحفاظ عليها بما يتماشى مع المتطلبات القانونية ومتطلبات الإدارة. ويحتفظون بسجلات للتقدم المادي لعمليات التعدين وإنتاج المعادن الخام أو المعادن.,2165.4.2,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/0891,
http://data.europa.eu/ux2/nace2.1/07,
http://data.europa.eu/ux2/nace2.1/4312,
http://data.europa.eu/ux2/nace2.1/0899"
Occupation,http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,2263,أخصائي سلامة الأغذية / أخصائية سلامة الأغذية,,,released,2024-01-25T10:40:47.807Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم أخصائيو سلامة الأغذية بتنظيم العمليات وتنفيذ الإجراءات لتجنب المشكلات المتعلقة بسلامة الأغذية. وهم يمتثلون للوائح.,2263.2,http://data.europa.eu/ux2/nace2.1/10
Occupation,http://data.europa.eu/esco/occupation/00c8d1cf-24f2-47d1-9f10-765e1c102811,7233,فني آلات الأراضي,,,released,2024-01-25T10:01:35.496Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى فنيو آلات الآراضي صيانة المعدات والآلات الزراعية وإصلاحها.,7233.8,http://data.europa.eu/ux2/nace2.1/3312
Occupation,http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,8331,سائق الحافلة / سائقة الحافلة,,,released,2024-01-16T13:08:38.228Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم سائقو الحافلات بتشغيل الحافلات أو الباصات ويجمعون الأجرة ويهتمون بالركاب.,8331.1,"http://data.europa.eu/ux2/nace2.1/4931,
http://data.europa.eu/ux2/nace2.1/4932"
Occupation,http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,1324,مدير استيراد وتصدير اللحوم ومنتجات اللحوم / مديرة استيراد وتصدير اللحوم ومنتجات اللحوم,,,released,2024-01-26T11:38:36.28Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم مديرو استيراد وتصدير اللحوم ومنتجات اللحوم بوضع والمحافظة على الإجراءات الخاصة بالأعمال عبر الحدود وتنسيق الأطراف الداخلية والخارجية.,1324.3.2.22,"http://data.europa.eu/ux2/nace2.1/4617,
http://data.europa.eu/ux2/nace2.1/4632"
Occupation,http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9,2422,مسؤول سياسة الإسكان / مسؤولة سياسة الإسكان,,,released,2023-10-31T17:37:46.596Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مسؤولو سياسة الإسكان البحث عن سياسات الإسكان وتحليلها وتطويرها مما يتيح توفير الإسكان بأسعار معقولة وكافية للجميع. وهم يطبقون هذه السياسات لتحسين الوضع السكني للسكان من خلال تدابير مثل بناء الإسكان الميسر ودعم الأشخاص لشراء العقارات وتحسين الظروف في الإسكان الحالي. ويعمل مسؤولو سياسة الإسكان عن كثب مع الشركاء أو المؤسسات الخارجية أو أصحاب المصلحة الآخرين وتزويدهم بتحديثات منتظمة.,2422.12.8,http://data.europa.eu/ux2/nace2.1/8412
Occupation,http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,3434,رئيس الطهاة / رئيسة الطهاة,,,released,2024-01-26T12:38:03.594Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى رؤساء الطهاة إدارة المطبخ للإشراف على إعداد الطعام وطهيه وتقديمه.,3434.1.1,http://data.europa.eu/ux2/nace2.1/5611
Occupation,http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,8131,مشغلة آلة الخيوط غير المنسوجة,,,released,2023-12-19T10:24:29.092Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم مشغلو آلات الخيوط غير المنسوجة بتنفيذ عمليات معالجة كيميائية غير منسوجة.,8131.15,http://data.europa.eu/ux2/nace2.1/1395
Occupation,http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,1345,رئيس مؤسسات التعليم العالي,,,released,2024-01-26T12:43:59.132Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى رؤساء مؤسسات التعليم العالي إدارة الأنشطة اليومية لمؤسسة التعليم العالي، مثل كلية أو مدرسة مهنية. يتولى رؤساء مؤسسات التعليم العالي صُنع قرارات بشأن القبول وهم مسؤولون عن تلبية معايير المناهج الدراسية، مما يُسهّل التطور الأكاديمي للطلاب. وهم يديرون الموظفين، وميزانية المدرسة، وبرامج الحرم الجامعي، ويشرفون على التواصل بين الإدارات. كما يضمون أن المؤسسة تلبي متطلبات التعليم الوطني التي ينص عليها القانون.,1345.1.5,http://data.europa.eu/ux2/nace2.1/8569
Occupation,http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,3123,مشرف العزل / مشرفة العزل,,,released,2025-07-29T10:55:01.302Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يُراقب مشرفو العزل عمليات العزل. ويقومون بتعيين المهام ويتخذون قرارات سريعة لحل المشكلات.,3123.1.13,http://data.europa.eu/ux2/nace2.1/4323
Occupation,http://data.europa.eu/esco/occupation/01989dd8-36c0-43cc-a82d-2bfc409de9c4,2149,مهندس تفكيك / مهندسة تفكيك,,,released,2024-01-29T16:00:05.821Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم مهندسو التفكيك بإجراء أبحاث والتخطيط للطريقة المثلى لفك المعدات الصناعية والآلات والمباني التي وصلت إلى مرحلة نهاية عمرها. ويقومون بتحليل العمل المطلوب وجدولة العمليات المختلفة. ويعطون تعليمات لقادة الفرق ويشرفون على عملهم.,2149.8,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/3821"
Occupation,http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,3315,مدير مطالبات التأمين / مديرة مطالبات التأمين,,,released,2024-01-24T15:45:53.002Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يضمن مديرو مطالبات التأمين معالجة جميع مطالبات التأمين بدقة وأن يتم دفع المطالبات الصحيحة إلى حاملي وثائق التأمين. ويستخدمون البيانات الإحصائية وإعداد التقارير لحساب المطالبات وتعديلها حسب الحاجة، ويتواصلون مع حاملي الوثائق ويقومون بتوجيههم ومراقبة تقدم المطالبة.,3315.3,http://data.europa.eu/ux2/nace2.1/6621
Occupation,http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,1223,مدير تطوير الملابس / مديرة تطوير الملابس,,,released,2024-01-16T15:06:01.417Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يُحدِّد مديرو تطوير الملابس مفاهيم المنتج التي تتماشى مع المستهلكين المستهدفين وإستراتيجية التسويق بشكل عام. فهم يتلقون نتائج ومواصفات علمية من أجل قيادة إعطاء التعليمات بشأن جميع المفاهيم الموسمية والإستراتيجية ذات الصلة وتنفيذها، بما في ذلك التوزيع بحسب القناة والمنتج والإضافات اللونية ومجموعات التشكيلات التجارية. ويضمنون تحقيق الإنجاز وتنفيذه ضمن الميزانية. فهم يديرون وينفذون خط الإنتاج ودورة حياة الفئات من تحديد المفاهيم من خلال المبيعات والتوزيع، والمساهمة في أبحاث السوق، والاتجاهات الصناعية للتأثير على مفاهيم الفئات والمنتجات.,1223.2.1.1,http://data.europa.eu/ux2/nace2.1/14
Occupation,http://data.europa.eu/esco/occupation/01d74409-5303-4b5c-8925-0cc21c4da8ee,2641,الكاتب الطبي,,,released,2023-10-24T15:54:20.773Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم الكتّاب الطبيون بإنتاج ومعالجة الوثائق العلمية المتعلقة بالشؤون الطبية.  والعمل جنباً إلى جنب مع العلماء والأطباء وغيرهم من المتخصصين في الرعاية الصحية.,2641.4.5,http://data.europa.eu/ux2/nace2.1/721
Occupation,http://data.europa.eu/esco/occupation/01da600c-ddb3-4a37-95e9-5301b459ae90,8131,عامل فصل النيتروجليسرين / عاملة فصل النيتروجليسرين,,,released,2023-12-19T10:21:40.36Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يحافظ عمال فصل النيتروجليسرين على الفصل بالثقل، المستخدم في معالجة المتفجرات، ويتحكمون في درجة الحرارة وتدفق السائل، من أجل فصل النيتروجلسرين عن الأحماض المستهلكة.,8131.14,http://data.europa.eu/ux2/nace2.1/2059
Occupation,http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,2149,مهندس طب حيوي / مهندسة طب حيوي,,,released,2024-01-23T11:02:42.406Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations",يجمع مهندسو الطب الحيوي المعرفة بالمبادئ الهندسية والنتائج البيولوجية لتطوير العلاجات الطبية والأدوية وأغراض الرعاية الصحية العامة. يمكنهم تطوير حلول تتراوح من تحسين المكونات في الأدوية التقليدية حتى تطورات عمليات الزرع ومعالجة الأنسجة.,2149.5.1,"http://data.europa.eu/ux2/nace2.1/721,
http://data.europa.eu/ux2/nace2.1/7112"
Occupation,http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,3412,حارس قانوني / حارسة قانونية,,,released,2024-01-16T15:56:09.562Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى الحرّاس القانونيون مساعدة الأطفال القُصّر أو الأشخاص ذوي الإعاقة العقلية أو البالغين الكبار الذين يعانون من العجز في حياتهم الشخصية ويدعمونهم بشكل قانوني. ويمكنهم إدارة ممتلكاتهم والمساعدة في الإدارة المالية اليومية والمساعدة في تلبية الاحتياجات الطبية أو الاجتماعية للجناح.,3412.2,http://data.europa.eu/ux2/nace2.1/691
Occupation,http://data.europa.eu/esco/occupation/02375132-3290-4221-bf55-d93ec61a3bf3,7318,حائك / حائكة,,,released,2024-01-03T13:36:26.002Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","النساجون يقومون بعمليات النسيج على نول النسيج اليدوي التقليدي (من السجاجيد الحرير إلى الحصر والسجاجيد المنقوشة). ويشرفون على حالة الماكينات وجودة الخامات، مثل الأنسجة الصوفية لصناعة الملابس، المفروشات أو الاستعمالات الفنية. كما يقومون بالأعمال الفنية على الماكينات التي تحول الغزل إلى نسيج مثل خامات الملايات، والسجاجيد، والمناشف والملابس. ويقومون بإصلاح عيوب النول التي يبلغ عنها النساج ويكملون استمارات مراجعة النول.
    ",7318.6,http://data.europa.eu/ux2/nace2.1/132
Occupation,http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,7122,عامل تركيب البلاط / عامل تركيب البلاط,,,released,2024-01-23T11:39:11.54Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يُركِّب عمال تركيب البلاط بلاطًا على الجدران والأرضيات. فهم يقطعون البلاط إلى الحجم والشكل المناسبين، ويُعِّدون السطح، ويضعون البلاط في مكانه بشكل مستوٍ ومستقيم. كما يمكن لعمال تركيب البلاط إنجاز مشروعات إبداعية وفنية، من خلال وضع بعض الفسيفساء.,7122.4,http://data.europa.eu/ux2/nace2.1/4333
Occupation,http://data.europa.eu/esco/occupation/0249b723-1d20-4ff9-8623-d20b98d0b4a4,1420,مدير متجر الأحذية واكسسوارات الجلود / مديرة متجر الأحذية واكسسوارات الجلود,,,released,2024-01-26T11:45:55.696Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مديرو الأحذية واكسسوارات الجلود مسؤولية الأنشطة والموظفين في المتاجر المتخصصة.,1420.4.38,http://data.europa.eu/ux2/nace2.1/4772
Occupation,http://data.europa.eu/esco/occupation/02609ece-cea3-43fa-bf38-b6fb821f28b2,1439,مدير منظمي الرحلات السياحية / مديرة منظمي الرحلات السياحية,,,released,2024-02-23T08:19:23.514Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مديرو منظمي الرحلات السياحية مسؤولية إدارة الموظفين والأنشطة داخل منظمي الرحلات السياحية الخاصة بتنظيم الجولات السياحية وخدمات السياحة الأخرى.,1439.7,"http://data.europa.eu/ux2/nace2.1/799,
http://data.europa.eu/ux2/nace2.1/7912"
Occupation,http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,6123,مربي النحل / مربية النحل,,,released,2024-02-23T08:35:21.128Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يشرف مربو النحل على الإنتاج والرعاية اليومية للنحل. وهم يحافظون على صحة النحل وعافيته.,6123.1,http://data.europa.eu/ux2/nace2.1/0148
Occupation,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7,3342,مساعد إداري قانوني / مساعدة إدارية قانونية,,,released,2024-01-26T14:54:54.775Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم المساعدون الإداريون القانونيون بتنفيذ الأنشطة الإدارية اليومية للشركات ومكاتب الموثقين والشركات. وهم يقومون بأنشطة مثل كتابة رسائل البريد الإلكتروني، والرد على الهاتف، والكتابة/الضرب على لوحة المفاتيح. وهم يجمعون بين هذه الأنشطة مع معرفة وفهم محددين للإجراءات والقواعد التي تتم إدارتها في شؤون الأعمال القانونية.,3342.2,"http://data.europa.eu/ux2/nace2.1/691,
http://data.europa.eu/ux2/nace2.1/8411,
http://data.europa.eu/ux2/nace2.1/701"
Occupation,http://data.europa.eu/esco/occupation/026a5233-cad9-4b1d-8852-22c2685ab34e,3134,مشغل نظام مضخة البترول / مشغلة نظام مضخة البترول,,,released,2025-06-25T07:45:00.959Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يعمل مشغلو نظام مضخات البترول على تشغيل المضخات التي تحافظ على دوران النفط والمنتجات المشتقة بسلاسة. ويراقبون التدفق داخل الأنابيب في مصفاة ويختبرون المعدات لضمان الحد الأدنى من الأعطال. ويعمل مشغلو أنظمة المضخات من غرفة مراقبة آلية للغاية، حيث يتواصلون مع العمال الآخرين لتنسيق أنشطة المضخات. ويقوم مشغلو أنظمة المضخات بإجراء عمليات إصلاح وصيانة طفيفة، كما يجب الإبلاغ عن ذلك.,3134.4,http://data.europa.eu/ux2/nace2.1/192
