conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/77bfd6e7-5598-4818-84cb-31e2651eb046,2163,مصمم أزياء / مصممة أزياء,,,released,2024-01-25T15:07:09.562Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يعمل مصممو الأزياء على تصميمات الأزياء الراقية و/أو الملابس الجاهزة، وأسواق الأزياء في الشوارع الرئيسية، وبشكل عام على عناصر الملابس ومجموعات الأزياء. يمكن لمصممي الأزياء العمل في مجال متخصص، مثل الملابس الرياضية أو ملابس الأطفال أو الأحذية أو الإكسسوارات.,2163.1.3,"http://data.europa.eu/ux2/nace2.1/7411,
http://data.europa.eu/ux2/nace2.1/14"
Occupation,http://data.europa.eu/esco/occupation/77de6c7d-27bf-4bc2-8c80-5d6f6d9811f4,7322,فني النسخ التصويري,,,released,2024-01-25T14:17:50.711Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى فنيو النسخ التصويري مسؤولية عملية نسخ المستندات الرسومية بالكامل أو جزئيًا من خلال الوسائل الميكانيكية أو الرقمية، مثل التصوير الفوتوغرافي أو المسح الضوئي أو الطباعة الرقمية. ويتم تنفيذ هذه الأنشطة بشكل شائع لأغراض الحفاظ على الأرشيفات أو الكتالوجات المنظمة الأخرى.,7322.8,http://data.europa.eu/ux2/nace2.1/1813
Occupation,http://data.europa.eu/esco/occupation/7819669b-30c2-42e6-a1c4-0bcd6f0379ff,2422,مسؤول العلاقات الدولية / مسؤولة العلاقات الدولية,,,released,2024-01-16T14:38:24.974Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يضمن مسؤولو العلاقات الدولية تطوير التعاون بين المنظمات الحكومية الدولية والحكومات. فهم يسهلون التواصل بين مؤسساتها ومؤسساتها الأجنبية وتطوير إستراتيجيات التعاون، مما يعزز من العلاقة التعاونية المفيدة لكلا الطرفين.,2422.9,"http://data.europa.eu/ux2/nace2.1/8411,
http://data.europa.eu/ux2/nace2.1/990,
http://data.europa.eu/ux2/nace2.1/8421"
Occupation,http://data.europa.eu/esco/occupation/781a6350-e686-45b9-b075-e4c8d5a05ff7,2512,مبرمج البرمجيات السحابية,,,released,2023-10-30T14:02:09.148Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم مبرمجو البرمجيات السحابية بإنشاء تطبيقات البرمجيات ونشرها وتحديثها لتشغيلها على البيئة السحابية باستخدام الخدمات الصغيرة والحاويات والتقنيات بدون خادم.  ويطورون تطبيقات قابلة للتطوير ومتاحة للغاية باستخدام الهياكل السحابية وأفضل الممارسات.  ويدمجون تسجيل ورصد التعليمات البرمجية في الرموز التي ينشئونها وستمتعون بالقدرة على إجراء تحليل السبب الجذري لدى فشلهم.,2512.8,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/622"
Occupation,http://data.europa.eu/esco/occupation/78216000-edc1-474b-9569-28ed6a657da2,2166,الناشر المكتبي / الناشرة المكتبية,,,released,2024-01-25T10:15:12.675Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى الناشرون المكتبيون مسؤولية تصميم المنشورات. ويستخدمون برامج الحاسوب لترتيب النصوص والصور والمواد الأخرى في منتج نهائي ممتع ومقروء.,2166.4,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/581,
http://data.europa.eu/ux2/nace2.1/1812"
Occupation,http://data.europa.eu/esco/occupation/782ced63-e234-42a4-a7bd-a2d9a12ee61a,8131,مشغل آلة ملء الكبسولات / مشغلة آلة ملء الكبسولات,,,released,2024-01-16T09:32:32.31Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتحكم مشغلو آلة ملء الكبسولات في ملء كبسولات الجيلاتين بالمستحضرات الطبية المحددة.,8131.1,http://data.europa.eu/ux2/nace2.1/211
Occupation,http://data.europa.eu/esco/occupation/7833d5cd-873d-4fdd-b2f8-9762d68494a7,3119,فني هندسة الإنسان الآلي,,,released,2024-01-29T16:04:28.581Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتعاون فنيو هندسة الإنسان الآلي مع المهندسين في تطوير أجهزة الإنسان الآلي وتطبيقاته من خلال دمج الهندسة الميكانيكية والهندسة الإلكترونية وهندسة الحاسوب. يقوم فنيو هندسة الإنسان الآلي بتكوين معدات الإنسان الآلي واختبارها وتركيبها ومعايرتها.,3119.2.1,"http://data.europa.eu/ux2/nace2.1/2899,
http://data.europa.eu/ux2/nace2.1/2822,
http://data.europa.eu/ux2/nace2.1/2711"
Occupation,http://data.europa.eu/esco/occupation/7843a4c6-a9f6-4095-94b9-45b384d4bd57,4227,باحث أبحاث السوق / باحثة أبحاث السوق,,,released,2024-01-23T12:21:57.612Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يسعى باحثو أبحاث السوق إلى جمع معلومات عن تصورات العملاء وآرائهم وتفضيلاتهم فيما يتعلق بالمنتجات أو الخدمات التجارية. ويستخدمون تقنيات المقابلة لاستخلاص أكبر قدر ممكن من المعلومات عن طريق الاتصال بالأشخاص عبر المكالمات الهاتفية، أو من خلال التواصل معهم وجهًا لوجه أو بواسطة الوسائل الافتراضية. وينقلون هذه المعلومات إلى الخبراء لإجراء التحليل.,4227.1,http://data.europa.eu/ux2/nace2.1/732
Occupation,http://data.europa.eu/esco/occupation/784c98c2-96bd-4610-8da3-87d80f136285,1324,مدير مستودع الجلود المكتملة / مديرة مستودع الجلود المكتملة,,,released,2024-01-26T11:38:29.932Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مديرو المستودعات الجلود المكتملة تنظيم ومراقبة مستودع الجلد المكتمل، ومستويات المخزون، وتنظبم تغليف المنتجات وإرسالها. فهم يعملون على زيادة مساحة المستودع إلى الحد الأقصى ويديرون الوقت للتحكم في الطلبات.,1324.3.4.1,"http://data.europa.eu/ux2/nace2.1/521,
http://data.europa.eu/ux2/nace2.1/1511"
Occupation,http://data.europa.eu/esco/occupation/78625dd8-257b-483b-bca0-172dd9b02754,8211,مجمع قطع غيار المركبات / مجمعة قطع غيار المركبات,,,released,2024-01-26T14:50:09.699Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم مجمعو قطع غيار المركبات بتثبيت أجزاء المركبات والمكونات معًا. ويستخدمون الأدوات الكهربائية والأدوات اليدوية لتوصيل الأسلاك والكابلات، وضبط الوضع وضبط الأجزاء. كما يقوم مجمعو قطع غيار المركبات بإعداد أجهزة أو أجهزة روبوت قابلة للبرمجة. وهم يختبرون التجميعات والمعدات الكهربائية ويفحصون الأجزاء الفردية بحثًا عن الأعطال. كما يفحصون جودة التجميعات للتأكد من استيفاء المعايير والالتزام بالمواصفات.,8211.5.3,http://data.europa.eu/ux2/nace2.1/293
Occupation,http://data.europa.eu/esco/occupation/788a9895-a39a-4a83-be90-e006e2f8dce5,1324,مشرف خط الأنابيب / مشرفة خط الأنابيب,,,released,2024-01-16T13:12:06.185Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مشرفو خطوط الأنابيب إدارة اتجاه مشاريع نقل خطوط الأنابيب وتطويرها بشكل عام. فهم يضعون تصورًا للتخطيط، واختيار المسار، وإدارة الموارد، والعمليات اليومية. وهم يطورون رؤية طويلة المدى تعمل على حماية البنية التحتية.,1324.6,http://data.europa.eu/ux2/nace2.1/495
Occupation,http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439,2263,مسؤول الصحة والسلامة / مسؤولة الصحة والسلامة,,,released,2024-01-25T10:40:56.974Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مسؤولو الصحة والسلامة تنفيذ خطط لتحسين بيئات العمل والثقافات. ويقيّمون المخاطر ويقومون بإجراء مقابلات مع الموظفين لضمان امتثال بيئة العمل لقواعد الصحة والسلامة، فضلاً عن ضمان حدوث التفاعل داخل مكان العمل بطريقة إيجابية ومنتجة. في حالة العمل في مرفق رعاية صحية، يجب على مسؤول الصحة والسلامة التحقيق في انتشار العدوى عبر المرفق وتقديم المشورة لجميع الموظفين حول كيفية مكافحة العدوى والوقاية منها. علاوة على ذلك، يتم تطبيق الفيزياء الصحية في المرافق التي يتعرض فيها الأشخاص للإشعاع المؤين مثل محطات الطاقة النووية والمؤسسات البحثية.,2263.3,"http://data.europa.eu/ux2/nace2.1/8413,
http://data.europa.eu/ux2/nace2.1/702"
Occupation,http://data.europa.eu/esco/occupation/789a1a35-8e03-42da-857f-4216c4d2ac68,3324,تاجر الجملة في النفايات والخردة / تاجرة الجملة في النفايات والخردة,,,released,2024-01-24T15:52:38.152Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يبحث تجار الجملة في النفايات والخردة عن مشتري ومورّدي الجملة المحتملين ويطابقون احتياجاتهم. ويختارون الصفقات التي تتضمن كميات كبيرة من البضائع.,3324.4.33,http://data.europa.eu/ux2/nace2.1/4687
Occupation,http://data.europa.eu/esco/occupation/789d9781-8724-4367-936a-3a4cb7c54315,2269,معالج بالرقص / معالجة بالرقص,,,released,2024-01-25T10:44:40.602Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يدعم المعالجون بالرقص الأفراد الذين يعانون من مشاكل صحية نفسية أو عقلية أو بدنية تساعدهم على تحسين الوعي بأجسامهم وتقدير الذات والاندماج الاجتماعي والتنمية الشخصية من خلال أنماط الرقص والحركة داخل بيئة علاجية.,2269.9.3,http://data.europa.eu/ux2/nace2.1/8699
Occupation,http://data.europa.eu/esco/occupation/78db356f-a96a-4456-ab29-2de62e52f830,2411,محاسب مالي عام / محاسبة مالية عامة,,,released,2024-01-16T14:33:54.173Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى المحاسبون الماليون العموميون رئاسة إدارة السيولة في مؤسسة حكومية. فهم يديرون الإدارة المالية للمؤسسة والإنفاق وتوليد الدخل والامتثال للضرائب والتشريعات المالية الأخرى. وهم يؤدون مهام إدارية لضمان حفظ السجلات ووضع خطط لإدارة الميزانية وتنفيذ التوقعات المالية.,2411.1.11,http://data.europa.eu/ux2/nace2.1/8411
Occupation,http://data.europa.eu/esco/occupation/78ddc0cc-166e-437e-9c41-48aa0a6c6f93,8160,مختبر خلاط المستخرج / مختبرة خلاط المستخرج,,,released,2024-01-16T09:39:53.47Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",ينخل مختبرو خلاط المستخرج التوابل باستخدام مناخل ميكانيكية. وهم يُشغِّلون ماكينات الخلط لخلط التوابل ويزنونها حتى يتم الوصول إلى اتساق محدد. ويقارنون ألوان الخلائط مع المخطط اللوني القياسي للتأكد من تطابق ألوان الخليط مع المواصفات.,8160.29,"http://data.europa.eu/ux2/nace2.1/1083,
http://data.europa.eu/ux2/nace2.1/1084"
Occupation,http://data.europa.eu/esco/occupation/78eacaf8-06d6-4b78-920f-edece2e41464,5311,خادم حافلة المدرسة / خادمة حافلة المدرسة,,,released,2024-01-23T13:52:42.531Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يراقب خدم حافلات المدارس الأنشطة في الحافلات المدرسية لضمان سلامة الطلاب والسلوك الجيد والإشراف عليهم. فهم يساعدون الأطفال على ركوب الحافلة والنزول منها، ودعم السائق وتقديم المساعدة في حالة الطوارئ.,5311.2,http://data.europa.eu/ux2/nace2.1/4931
Occupation,http://data.europa.eu/esco/occupation/78ed3811-f421-45e5-9574-31364c76af67,2310,مدرب رقص مدرسة الفنون التمثيلية / مدربة رقص مدرسة الفنون التمثيلية,,,released,2024-01-25T10:46:45.816Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مدربو رقص مدرسة الفنون التمثيلية تعليم الطلاب في نظرية محددة، وفي المقام الأول، دورات الرقص المعتمدة على الممارسة في مدرسة رقص متخصصة أو معهد تعليم فنون على مستوى تعليمي أعلى. فهم يُقدٍّمون التعليم النظري لخدمات التقنيات والمهارات العملية التي يجب أن يُتقنها الطلاب للرقص. يتولى مدربو رقص مدرسة الفنون التمثيلية مراقبة تقدم الطلاب، وتقديم المساعدة بشكل فردي عند الضرورة، وتقييم معرفتهم وأدائهم في الرقص من خلال تكليفات واختبارات غالبًا ما تكون عملية.,2310.1.29,http://data.europa.eu/ux2/nace2.1/8552
Occupation,http://data.europa.eu/esco/occupation/78f474ae-c154-4206-ad0f-d8a00e9c541e,3412,عامل رعاية البالغين في دور الإقامة / عاملة رعاية البالغين في دور الإقامة,,,released,2023-12-21T09:28:20.668Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى عاملو رعاية البالغين في دور الإقامة تقديم الاستشارات والدعم للبالغين المصابين بإعاقات بدنية أو عقلية أو مشكلات الإدمان. وهم يراقبون تقدمهم ويقدمون لهم الرعاية في بيئة معيشة إيجابية. وهم يعملون مع الأسر لدعم تطوير الأفراد وتلبية احتياجاتهم.,3412.4.11,http://data.europa.eu/ux2/nace2.1/8799
Occupation,http://data.europa.eu/esco/occupation/78faf623-2543-43a5-acb2-3c43a22d36e4,2511,معماري سلسلة الكتل,"مهندسة blockchain
متخصص تكنولوجيا blockchain",,released,2024-10-29T15:03:08.999Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","مهندسو سلسلة الكتل هم مهندسون أنظمة تكنولوجيا المعلومات والاتصالات متخصصون في الحلول المعتمدة على سلسلة الكتل. ويضطلعون بتصميم هندسة، وعناصر، ووحدات، وبينيات، وبيانات الأنظمة غير المركزية التي تلبي المتطلبات المحددة.
	",2511.14.1,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/622,
http://data.europa.eu/ux2/nace2.1/7499"
Occupation,http://data.europa.eu/esco/occupation/79082f76-4b11-4594-8437-2db567331f41,9312,واضع علامات الطريق / واضعة علامات الطريق,,,released,2024-01-16T13:28:55.428Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يضع واضعو علامات الطرق العلامات على الطرق لزيادة السلامة، وتشير إلى لوائح المرور، وتساعد مستخدمي الطريق على العثور على الطريق. ويستخدمون أجزاءً مختلفة من الآلات لطلاء الخطوط على الطريق وتركيب علامات أخرى مثل عيون القط العاكسة.,9312.1.4,"http://data.europa.eu/ux2/nace2.1/435,
http://data.europa.eu/ux2/nace2.1/4211"
Occupation,http://data.europa.eu/esco/occupation/790c8dca-f624-4bdc-ac16-27bc13ead188,3521,مصمم الصوت / مصممة الصوت,,,released,2024-01-25T13:42:51.3Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يضع مصممو الصوت مفهوم تصميم سليم للعرض التمثيلي ويشرفون على تنفيذه. ويعتمد عملهم على إجراء الأبحاث والرؤية الفنية. ويتأثر تصميمهم بالتصميمات الأخرى ويؤثر عليها ويجب أن يتوافق مع هذه التصميمات والرؤية الفنية الشاملة. ولذلك، يعمل المصممون عن كثب مع المديرين الفنيين والمشغلين والفريق الفني. حيث يقوم مصممو الصوت بإعداد أجزاء صوتية لاستخدامها في العرض التمثيلي، والذي يمكن أن يتضمن التسجيل والتأليف والمعالجة والتحرير. أثناء التدريبات والعرض التمثيلي يدربون المشغلين للحصول على التوقيت المثالي والتأثير. ويضع مصممو الصوت الخطط وقوائم الإشارات والوثائق الأخرى لدعم المشغلين وأفراد طاقم الإنتاج. كما يعمل مصممو الأصوات أيضًا كفنانين مستقلين، حيث يعملون على ابتكار الفن الصوتي خارج سياق العرض التمثيلي.,3521.1.7,http://data.europa.eu/ux2/nace2.1/9039
Occupation,http://data.europa.eu/esco/occupation/79874366-6ec2-4601-aceb-9dbb8e68d015,1420,مدير متجر الفواكه والخضروات / مديرة متجر الفواكه والخضروات,,,released,2024-01-26T12:46:17.369Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مديرو متاجر الفواكه والخضروات مسؤولية الأنشطة والموظفين في المتاجر المتخصصة للفاكهة والخضروات.,1420.4.23,http://data.europa.eu/ux2/nace2.1/4721
Occupation,http://data.europa.eu/esco/occupation/79c2e54e-26e8-4cdc-a7f1-908e000bfb83,5312,مساعد تدريس المدرسة الثانوية / مساعدة تدريس المدرسة الثانوية,,,released,2023-07-04T08:20:05.129Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يُقدِّم مساعدو تدريس المدرسة الثانوية خدمات دعم متنوعة لمعلمي المدارس الثانوية مثل الدعم التعليمي والعملي. فهم يساعدون في إعداد مواد الدروس المطلوبة في الفصل ويعزّزون الدروس مع الطلاب الذين عم في حاجة إلى مزيد من الاهتمام. كما أنهم يقومون بأداء المهام الكتابية الأساسية، ويرصدون تقدم تعلم الطلاب وسلوكياتهم ويشرفون على الطلاب في وجود المدرس الرئيسي أو في غيابه.,5312.3,http://data.europa.eu/ux2/nace2.1/8531
Occupation,http://data.europa.eu/esco/occupation/79f435d0-9bc6-4d25-a26a-acbe16569ebb,7127,المُركّب في مجال خدمات التدفئة والتهوية,"ميكانيكي تدفئة وتهوية وتكييف
ميكانيكية تدفئة HVAC
مفتشة أجهزة التسخين
ميكانيكي HVAC
مفتشة التكييف والتبريد
مفتش أجهزة التسخين
فني مبرد صناعي
ميكانيكية تدفئة وتهوية وتكييف
مفتش تكييف
مفتشة HVACR
مفتشة تكييف
مفتش HVACR
مفتشة التهوية والتكييف
مفتش التهوية والتكييف
مفتش التكييف والتبريد
ميكانيكي تدفئة HVAC
ميكانيكية HVAC",,released,2023-08-11T08:37:37.262Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم المُركّبون في مجال خدمات التدفئة والتهوية بصيانة وتركيب أنظمة التدفئة والتبريد الصناعية.  ويعملون على نصب الأفران ومقاييس الحرارة والأنابيب وفتحات التهوية وغيرها من المعدات اللازمة لضمان التحكم في مرور الهواء ومعالجته.  ويقومون أيضاً بالتصليحات.,7127.1,http://data.europa.eu/ux2/nace2.1/4322
Occupation,http://data.europa.eu/esco/occupation/79f8f68c-5509-4119-9373-8bef1c364d31,4221,وكيل سفر / وكيلة السفر,,,released,2024-01-16T14:36:59.156Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يضع وكلاء السفر ويبيعون مسارات برامج السفر للمسافرين المحتملين أو الزوار المحتملين.,4221.7,http://data.europa.eu/ux2/nace2.1/7911
Occupation,http://data.europa.eu/esco/occupation/79fed799-ab3a-43d9-bd91-414c2c3b2f57,2144,مهندس أدوات / مهندسة أدوات,,,released,2024-01-23T11:00:14.223Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم مهندسو الأدوات بتصميم أدوات جديدة لمعدات التصنيع. وهم يقومون بإعداد طلبات عروض الأسعار لإنشاء الأدوات. فهم يقدرون التكاليف ووقت التسليم ويديرون متابعة إنشاء الأدوات ويشرفون على الصيانة الروتينية للأدوات. كما يقومون بتحليل البيانات لتحديد سبب الصعوبات الرئيسية في إنشاء الأدوات ووضع توصيات وخطط عمل للحلول.,2144.1.22,"http://data.europa.eu/ux2/nace2.1/C,
http://data.europa.eu/ux2/nace2.1/7112"
Occupation,http://data.europa.eu/esco/occupation/7a031723-2b2c-4fdd-8ed5-30d67088b8b8,1221,مدير الترخيص / مديرة الترخيص,,,released,2024-01-25T12:14:08.499Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مديرو الترخيص الإشراف على التراخيص وحقوق الشركة فيما يتعلق باستخدام منتجاتها أو ملكيتها الفكرية. وهم يضمنون امتثال الأطراف الخارجية للاتفاقات والعقود المحددة ويتفاوضون مع الطرفين ويحافظون على العلاقات فيما بينهما.,1221.3.2.1.2,http://data.europa.eu/ux2/nace2.1/774
Occupation,http://data.europa.eu/esco/occupation/7a0afb5e-f118-449a-82bd-d8b9230fd49f,8113,مشغل آلة ثقب الأنفاق / مشغلة آلة ثقب الأنفاق,,,released,2024-01-23T10:08:08.83Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يعمل مشغلو آلات ثقب الأنفاق باستخدام أجزاء كبيرة من معدات حفر الأنفاق المعروفة عادة باسم آلات ثقب الأنفاق. وينظمون عملية تشغيل الآلات، ويضبطون عزم دوران عجلة القطع الدوارة والناقلات اللولبية لزيادة ثبات النفق قبل تركيب حلقات النفق. ثم يضع مشغلو آلات ثقب الأنفاق الحلقات الخرسانة المسلحة في مكانها باستخدام وحدات التحكم عن بعد.,8113.8,http://data.europa.eu/ux2/nace2.1/4213
Occupation,http://data.europa.eu/esco/occupation/7a18e959-44fe-49ae-9757-124f46a7487c,3435,صانع الدعامات / صانعة الدعامات,,,released,2024-01-25T09:24:37.168Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم صناع الدعامات بإنشاء وبناء وتجهيز وتكييف وصيانة الدعامات المستخدمة على المسرح ولتصوير الأفلام أو البرامج التلفزيونية. قد تكون الدعامات محاكاة بسيطة لأشياء حقيقية، أو قد تشمل تأثيرات إلكترونية أو نارية أو غيرها من التأثيرات. ويعتمد عملهم على الرؤية الفنية والتخطيطات والخطط. ويعملون بالتعاون الوثيق مع المصممين المشاركين في الإنتاج.,3435.17,http://data.europa.eu/ux2/nace2.1/9039
Occupation,http://data.europa.eu/esco/occupation/7a3996d8-b90d-4b81-bd5e-e37f005b2683,1213,مدير الامتثال وأمن المعلومات في المقامرة,,,released,2023-11-10T11:05:59.831Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتبع مديرو الامتثال وأمن المعلومات في المقامرة الامتثال التنظيمي للمقامرة ويشرفون على أمن المعلومات لضمان الاستخدام الآمن لتكنولوجيا المعلومات المرتبطة بالمقامرة.,1213.9.1,http://data.europa.eu/ux2/nace2.1/920
Occupation,http://data.europa.eu/esco/occupation/7a523273-9fff-4f11-beb6-110eeaec1436,2143,أخصائي إعادة التدوير / أخصائية إعادة التدوير,,,released,2024-01-26T14:50:49.314Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى متخصصو إعادة التدوير البحث في السياسات والتشريعات الخاصة بإعادة التدوير والإشراف على التنفيذ في مؤسسة لضمان حدوث إدارة النفايات وفقًا للوائح التنظيمية. ويقومون بإجراء عمليات التفتيش، وتوفير معدات إعادة التدوير، والإشراف على عمال إعادة التدوير. كما يقدمون المشورة للمؤسسات حول طرق تحسين إجراءات إدارة النفايات لديها.,2143.1.3,"http://data.europa.eu/ux2/nace2.1/8412,
http://data.europa.eu/ux2/nace2.1/3811,
http://data.europa.eu/ux2/nace2.1/382,
http://data.europa.eu/ux2/nace2.1/383"
Occupation,http://data.europa.eu/esco/occupation/7a6ca615-a2bc-499d-8288-d186ce2594ea,2412,مدير المجازفة المالية,,,released,2024-01-17T11:33:10.641Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","مديرو المجازفة المالية يتعرفون على مناطق المخاطر المحتملة التي تهدد أصول أو رأس مال المنظمات ويقدرونها ويقدمون النصائح حول كيفية التعامل معها. ويكونون متخصصين في تحليل المخاطر سواء تلك المتعلقة بالاعتمادات أو السوق أو التشغيل أو التنظيم. ويستعينون في ذلك بالتحليل الإحصائي لتقدير المخاطر، ويضعون التوصيات التي تحقق تقليل الخطر المالي والسيطرة عليه ويراجعون الوثائق لضمان توافقها مع القوانين.
   ",2412.5,http://data.europa.eu/ux2/nace2.1/701
Occupation,http://data.europa.eu/esco/occupation/7aedaa07-3884-4c5b-88f9-80997b2aa54b,7212,عامل لحام / عاملة لحام,,,released,2024-01-25T09:36:33.922Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم عمال اللحام بتشغيل معدات اللحام من أجل لصق قطع العمل المعدنية معًا. ويمكنهم استخدام عمليات اللحام بالصهر بناءً على تقنيات ومواد مختلفة. كما يقومون بإجراء فحص بصري بسيط للحامات.,7212.3,"http://data.europa.eu/ux2/nace2.1/242,
http://data.europa.eu/ux2/nace2.1/2553"
